FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_SPOP_FLNE_CNT,WPI_SPOP_FLNE_PCT,WPI_SPOP_LEP_CNT,WPI_SPOP_LEP_PCT,WPI_SPOP_SPED_CNT,WPI_SPOP_SPED_PCT,WPI_SPOP_FLUNCH_CNT,WPI_SPOP_FLUNCH_PCT,WPI_SPOP_FLUNCH_FR_CNT,WPI_SPOP_FLUNCH_FR_PCT,WPI_SPOP_FLUNCH_RP_CNT,WPI_SPOP_FLUNCH_RP_PCT,WPI_SPOP_HN_CNT,WPI_SPOP_HN_PCT
2013,Oak Hill Middle,2070320,6,165,26.80%,19,3.10%,127,20.60%,66,10.70%,47,7.60%,19,3.10%,184,29.90%
2014,Oak Hill Middle,2070320,6,166,26.10%,27,4.30%,138,21.70%,70,11%,54,8.50%,16,2.50%,206,32.40%
1995,NEWTON NORTH HIGH,2070505,6,311,17.60%,42,2.40%,0,0%,87,4.90%,,,,,,
1996,NEWTON NORTH HIGH,2070505,6,337,18.60%,52,2.90%,0,0%,75,4.10%,,,,,,
1997,NEWTON NORTH HIGH,2070505,6,345,18.50%,58,3.10%,0,0%,62,3.30%,,,,,,
1998,NEWTON NORTH HIGH,2070505,6,372,19.50%,35,1.80%,0,0%,55,2.90%,,,,,,
1999,Newton North High,2070505,6,354,17.50%,48,2.40%,,,48,2.40%,,,,,,
2000,NEWTON NORTH HIGH,2070505,6,339,16%,64,3%,0,0%,46,2.20%,,,,,,
2001,Newton North High                   ,2070505,6,372,17.40%,50,2.30%,0,0%,92,4.30%,,,,,,
2002,Newton North High,2070505,6,350,16.10%,52,2.40%,0,0%,73,3.40%,,,,,,
2003,Newton North High,2070505,6,342,15.60%,53,2.40%,0,0%,55,2.50%,,,,,,
2004,Newton North High,2070505,6,349,16.30%,61,2.90%,368,17.20%,148,6.90%,,,,,,
2005,Newton North High,2070505,6,337,16.20%,42,2%,397,19.10%,117,5.60%,,,,,,
2006,Newton North High,2070505,6,321,15.90%,38,1.90%,450,22.30%,179,8.90%,,,,,,
2007,Newton North High,2070505,6,298,15.40%,45,2.30%,425,21.90%,141,7.30%,105,5.40%,36,1.90%,,
2008,Newton North High,2070505,6,279,14.80%,37,2%,429,22.70%,140,7.40%,98,5.20%,42,2.20%,,
2009,Newton North High,2070505,6,254,14.10%,29,1.60%,428,23.70%,145,8%,99,5.50%,46,2.50%,,
2010,Newton North High,2070505,6,247,14%,39,2.20%,440,24.90%,249,14.10%,170,9.60%,79,4.50%,,
2011,Newton North High,2070505,6,274,14.80%,65,3.50%,470,25.50%,270,14.60%,209,11.30%,61,3.30%,,
2012,Newton North High,2070505,6,288,15.60%,65,3.50%,451,24.40%,276,14.90%,214,11.60%,62,3.40%,,
2013,Newton North High,2070505,6,298,15.60%,63,3.30%,454,23.80%,283,14.80%,227,11.90%,56,2.90%,670,35.10%
2014,Newton North High,2070505,6,323,16.20%,61,3.10%,495,24.90%,315,15.80%,264,13.30%,51,2.60%,724,36.40%
1995,NEWTON SOUTH HIGH,2070510,6,256,22.40%,22,1.90%,0,0%,31,2.70%,,,,,,
1996,NEWTON SOUTH HIGH,2070510,6,271,22.20%,29,2.40%,0,0%,23,1.90%,,,,,,
1997,NEWTON SOUTH HIGH,2070510,6,266,21.70%,21,1.70%,0,0%,20,1.60%,,,,,,
1998,NEWTON SOUTH HIGH,2070510,6,243,20.10%,23,1.90%,0,0%,17,1.40%,,,,,,
1999,Newton South High,2070510,6,249,20.10%,24,1.90%,,,20,1.60%,,,,,,
2000,NEWTON SOUTH HIGH,2070510,6,250,19.60%,30,2.40%,0,0%,25,2%,,,,,,
2001,Newton South High                   ,2070510,6,237,17.80%,34,2.60%,0,0%,35,2.60%,,,,,,
2002,Newton South High,2070510,6,277,20.20%,25,1.80%,0,0%,21,1.50%,,,,,,
2003,Newton South High,2070510,6,307,21.90%,25,1.80%,0,0%,26,1.90%,,,,,,
2004,Newton South High,2070510,6,345,23.20%,28,1.90%,232,15.60%,70,4.70%,,,,,,
2005,Newton South High,2070510,6,391,25.20%,62,4%,256,16.50%,78,5%,,,,,,
2006,Newton South High,2070510,6,400,23.50%,50,2.90%,276,16.20%,106,6.20%,,,,,,
2007,Newton South High,2070510,6,388,22.20%,55,3.20%,301,17.20%,89,5.10%,57,3.30%,32,1.80%,,
2008,Newton South High,2070510,6,402,22.60%,59,3.30%,301,16.90%,98,5.50%,69,3.90%,29,1.60%,,
2009,Newton South High,2070510,6,382,21.70%,54,3.10%,299,17%,101,5.70%,71,4%,30,1.70%,,
2010,Newton South High,2070510,6,378,22%,48,2.80%,302,17.60%,141,8.20%,101,5.90%,40,2.30%,,
2011,Newton South High,2070510,6,379,22.20%,65,3.80%,303,17.80%,160,9.40%,122,7.20%,38,2.20%,,
2012,Newton South High,2070510,6,368,21.80%,61,3.60%,308,18.20%,172,10.20%,125,7.40%,47,2.80%,,
2013,Newton South High,2070510,6,384,22.30%,59,3.40%,319,18.50%,164,9.50%,121,7%,43,2.50%,477,27.70%
2014,Newton South High,2070510,6,422,23.70%,75,4.20%,315,17.70%,209,11.70%,163,9.20%,46,2.60%,523,29.40%
1995,NORFOLK,2080000,5,7,0.60%,0,0%,157,14.30%,34,3.10%,,,,,,
1996,NORFOLK,2080000,5,0,0%,0,0%,171,15.20%,42,3.70%,,,,,,
1997,NORFOLK,2080000,5,0,0%,0,0%,163,14.10%,17,1.50%,,,,,,
1998,NORFOLK,2080000,5,0,0%,0,0%,165,14.30%,43,3.70%,,,,,,
1999,Norfolk,2080000,5,,,,,172,14.70%,45,3.80%,,,,,,
2000,NORFOLK,2080000,5,0,0%,0,0%,160,13.50%,33,2.80%,,,,,,
2001,NORFOLK                       ,2080000,5,0,0%,0,0%,173,14.20%,39,3.20%,,,,,,
2002,Norfolk,2080000,5,8,0.70%,0,0%,158,13.30%,0,0%,,,,,,
2003,Norfolk,2080000,5,6,0.50%,0,0%,154,13.30%,14,1.20%,,,,,,
2004,Norfolk,2080000,5,4,0.30%,0,0%,209,17.70%,0,0%,,,,,,
2005,Norfolk,2080000,5,2,0.20%,0,0%,244,21.10%,23,2%,,,,,,
2006,Norfolk,2080000,5,1,0.10%,0,0%,240,21.40%,33,3%,,,,,,
2007,Norfolk,2080000,5,1,0.10%,0,0%,223,20.40%,39,3.60%,29,2.70%,10,0.90%,,
2008,Norfolk,2080000,5,0,0%,0,0%,205,18.80%,27,2.50%,17,1.60%,10,0.90%,,
2009,Norfolk,2080000,5,0,0%,0,0%,196,18.40%,35,3.30%,21,2%,14,1.30%,,
2010,Norfolk,2080000,5,2,0.20%,0,0%,169,15.70%,44,4.10%,35,3.30%,9,0.80%,,
2011,Norfolk,2080000,5,4,0.40%,0,0%,202,19.80%,48,4.70%,37,3.70%,11,1.10%,,
2012,Norfolk,2080000,5,4,0.40%,0,0%,160,16.40%,45,4.60%,32,3.30%,13,1.30%,,
2013,Norfolk,2080000,5,5,0.50%,0,0%,147,15.70%,50,5.40%,39,4.20%,11,1.20%,182,19.50%
2014,Norfolk,2080000,5,9,1%,0,0%,147,15.80%,50,5.40%,33,3.60%,17,1.80%,178,19.10%
1995,FREEMAN-CENTENNIAL,2080005,6,6,1%,0,0%,0,0%,18,3.10%,,,,,,
1996,FREEMAN-CENTENNIAL,2080005,6,0,0%,0,0%,0,0%,25,4.20%,,,,,,
1997,FREEMAN-CENTENNIAL,2080005,6,0,0%,0,0%,0,0%,0,0%,,,,,,
1998,FREEMAN-CENTENNIAL,2080005,6,0,0%,0,0%,0,0%,25,4.10%,,,,,,
1999,Freeman-Centennial,2080005,6,,,,,,,33,5.10%,,,,,,
2000,FREEMAN-CENTENNIAL,2080005,6,0,0%,0,0%,0,0%,24,3.80%,,,,,,
2001,Freeman-Centennial                  ,2080005,6,0,0%,0,0%,0,0%,27,4.10%,,,,,,
2002,Freeman-Centennial,2080005,6,6,0.90%,0,0%,0,0%,0,0%,,,,,,
2003,Freeman-Centennial,2080005,6,5,0.80%,0,0%,0,0%,11,1.70%,,,,,,
2004,Freeman-Centennial,2080005,6,4,0.60%,0,0%,106,16.70%,0,0%,,,,,,
2005,Freeman-Centennial,2080005,6,2,0.30%,0,0%,116,19.20%,12,2%,,,,,,
2006,Freeman-Centennial,2080005,6,1,0.20%,0,0%,119,20.30%,19,3.20%,,,,,,
2007,Freeman-Centennial,2080005,6,1,0.20%,0,0%,110,18.30%,19,3.20%,14,2.30%,5,0.80%,,
2008,Freeman-Centennial,2080005,6,0,0%,0,0%,98,17.20%,12,2.10%,6,1.10%,6,1.10%,,
2009,Freeman-Centennial,2080005,6,0,0%,0,0%,98,17.40%,14,2.50%,7,1.20%,7,1.20%,,
2010,Freeman-Centennial,2080005,6,0,0%,0,0%,91,15.50%,26,4.40%,21,3.60%,5,0.90%,,
2011,Freeman-Centennial,2080005,6,0,0%,0,0%,111,19.30%,26,4.50%,22,3.80%,4,0.70%,,
2012,Freeman-Centennial,2080005,6,1,0.20%,0,0%,93,16.30%,24,4.20%,19,3.30%,5,0.90%,,
2013,Freeman-Kennedy School,2080005,6,1,0.20%,0,0%,81,14.80%,27,4.90%,22,4%,5,0.90%,98,17.90%
2014,Freeman-Kennedy School,2080005,6,2,0.40%,0,0%,80,15.10%,29,5.50%,18,3.40%,11,2.10%,95,17.90%
1995,H OLIVE DAY,2080015,6,1,0.20%,0,0%,0,0%,16,3.10%,,,,,,
1996,H OLIVE DAY,2080015,6,0,0%,0,0%,0,0%,17,3.20%,,,,,,
1997,H OLIVE DAY,2080015,6,0,0%,0,0%,0,0%,17,3.10%,,,,,,
1998,H OLIVE DAY,2080015,6,0,0%,0,0%,0,0%,18,3.30%,,,,,,
1999,H Olive Day,2080015,6,,,,,,,12,2.30%,,,,,,
2000,H OLIVE DAY,2080015,6,0,0%,0,0%,0,0%,9,1.60%,,,,,,
2001,H Olive Day                         ,2080015,6,0,0%,0,0%,0,0%,12,2.10%,,,,,,
2002,H Olive Day,2080015,6,2,0.40%,0,0%,0,0%,0,0%,,,,,,
2003,H Olive Day,2080015,6,1,0.20%,0,0%,0,0%,3,0.60%,,,,,,
2004,H Olive Day,2080015,6,0,0%,0,0%,103,18.80%,0,0%,,,,,,
2005,H Olive Day,2080015,6,0,0%,0,0%,112,20.90%,11,2%,,,,,,
2006,H Olive Day,2080015,6,0,0%,0,0%,111,21.20%,14,2.70%,,,,,,
2007,H Olive Day,2080015,6,0,0%,0,0%,106,21.70%,20,4.10%,15,3.10%,5,1%,,
2008,H Olive Day,2080015,6,0,0%,0,0%,99,19.40%,15,2.90%,11,2.20%,4,0.80%,,
2009,H Olive Day,2080015,6,0,0%,0,0%,92,18.50%,21,4.20%,14,2.80%,7,1.40%,,
2010,H Olive Day,2080015,6,2,0.40%,0,0%,73,15.10%,18,3.70%,14,2.90%,4,0.80%,,
2011,H Olive Day,2080015,6,4,0.90%,0,0%,84,19.30%,22,5%,15,3.40%,7,1.60%,,
2012,H Olive Day,2080015,6,3,0.80%,0,0%,60,15.10%,21,5.30%,13,3.30%,8,2%,,
2013,H Olive Day,2080015,6,4,1.10%,0,0%,58,15.30%,23,6.10%,17,4.50%,6,1.60%,76,20.10%
2014,H Olive Day,2080015,6,7,1.80%,0,0%,60,15.20%,21,5.30%,15,3.80%,6,1.50%,76,19.20%
1995,NORTH ADAMS,2090000,5,16,0.70%,4,0.20%,422,18.10%,788,33.80%,,,,,,
1996,NORTH ADAMS,2090000,5,18,0.80%,2,0.10%,439,18.70%,795,33.90%,,,,,,
1997,NORTH ADAMS,2090000,5,6,0.30%,1,0%,533,22.50%,795,33.60%,,,,,,
1998,NORTH ADAMS,2090000,5,9,0.40%,0,0%,442,19%,867,37.30%,,,,,,
1999,North Adams,2090000,5,11,0.50%,,,406,17.70%,834,36.40%,,,,,,
2000,NORTH ADAMS,2090000,5,10,0.40%,0,0%,390,17.30%,889,39.30%,,,,,,
2001,NORTH ADAMS                   ,2090000,5,23,1%,4,0.20%,350,15.90%,861,39.20%,,,,,,
2002,North Adams,2090000,5,25,1.20%,4,0.20%,339,15.80%,857,39.90%,,,,,,
2003,North Adams,2090000,5,35,1.60%,23,1.10%,356,16.80%,872,41.10%,,,,,,
2004,North Adams,2090000,5,39,1.90%,35,1.70%,313,15.10%,878,42.30%,,,,,,
2005,North Adams,2090000,5,45,2.30%,41,2.10%,335,16.60%,820,41.10%,,,,,,
2006,North Adams,2090000,5,35,1.90%,30,1.60%,266,14.50%,799,43.90%,,,,,,
2007,North Adams,2090000,5,49,2.70%,34,1.90%,305,17%,824,46.10%,703,39.30%,121,6.80%,,
2008,North Adams,2090000,5,49,2.90%,37,2.20%,324,19.10%,765,45.40%,673,40%,92,5.50%,,
2009,North Adams,2090000,5,43,2.70%,29,1.80%,370,23%,732,46%,667,41.90%,65,4.10%,,
2010,North Adams,2090000,5,41,2.50%,28,1.70%,400,24.60%,927,57.50%,813,50.40%,114,7.10%,,
2011,North Adams,2090000,5,27,1.70%,19,1.20%,398,25.30%,900,57.80%,837,53.80%,63,4%,,
2012,North Adams,2090000,5,19,1.20%,13,0.80%,394,25.10%,644,41.40%,604,38.90%,40,2.60%,,
2013,North Adams,2090000,5,22,1.40%,17,1.10%,375,24.40%,886,58.10%,784,51.40%,102,6.70%,983,63.90%
2014,North Adams,2090000,5,17,1.10%,9,0.60%,400,26%,926,60.60%,844,55.20%,82,5.40%,1019,66.20%
1995,J S SULLIVAN,2090008,6,1,0.30%,1,0.30%,0,0%,137,36.20%,,,,,,
1996,J S SULLIVAN,2090008,6,0,0%,0,0%,0,0%,136,37.10%,,,,,,
1997,J S SULLIVAN,2090008,6,0,0%,0,0%,0,0%,149,41.20%,,,,,,
1998,J S SULLIVAN,2090008,6,0,0%,0,0%,0,0%,148,40.70%,,,,,,
1999,J S Sullivan,2090008,6,,,,,,,143,41.30%,,,,,,
2000,J S SULLIVAN,2090008,6,0,0%,0,0%,0,0%,191,54.10%,,,,,,
2001,J S Sullivan                        ,2090008,6,0,0%,0,0%,0,0%,152,47.50%,,,,,,
2002,J S Sullivan,2090008,6,0,0%,0,0%,0,0%,158,50%,,,,,,
2003,J S Sullivan,2090008,6,4,1.30%,4,1.30%,0,0%,160,51.40%,,,,,,
2004,J S Sullivan,2090008,6,2,0.70%,2,0.70%,36,12.60%,144,50.30%,,,,,,
2005,J S Sullivan,2090008,6,5,1.90%,5,1.90%,40,14.90%,125,46.50%,,,,,,
2006,J S Sullivan,2090008,6,4,1.60%,4,1.60%,31,12.10%,135,52.70%,,,,,,
2007,J S Sullivan,2090008,6,8,3.20%,4,1.60%,29,11.50%,129,51%,116,45.80%,13,5.10%,,
2008,J S Sullivan,2090008,6,7,3.10%,6,2.70%,38,17%,127,56.70%,116,51.80%,11,4.90%,,
2009,J S Sullivan,2090008,6,4,1.90%,3,1.40%,44,20.60%,132,61.70%,117,54.70%,15,7%,,
2010,J S Sullivan,2090008,6,6,2.20%,4,1.50%,64,23.70%,179,66.30%,166,61.50%,13,4.80%,,
2011,J S Sullivan,2090008,6,4,1.50%,3,1.10%,75,28.30%,166,62.60%,161,60.80%,5,1.90%,,
2012,J S Sullivan,2090008,6,3,1.20%,2,0.80%,68,27.90%,119,48.80%,107,43.90%,12,4.90%,,
2013,J S Sullivan,2090008,6,4,1.50%,3,1.20%,68,26.20%,172,66.20%,150,57.70%,22,8.50%,185,71.20%
2014,J S Sullivan,2090008,6,3,1.10%,0,0%,87,31.50%,182,65.90%,170,61.60%,12,4.30%,201,72.80%
1995,GREYLOCK,2090015,6,5,1.80%,1,0.40%,0,0%,131,46%,,,,,,
1996,GREYLOCK,2090015,6,5,1.80%,0,0%,0,0%,120,43.60%,,,,,,
1997,GREYLOCK,2090015,6,2,0.80%,0,0%,0,0%,106,40.90%,,,,,,
1998,GREYLOCK,2090015,6,1,0.40%,0,0%,0,0%,128,49%,,,,,,
1999,Greylock,2090015,6,5,1.90%,,,,,143,54%,,,,,,
2000,GREYLOCK,2090015,6,7,2.80%,0,0%,0,0%,144,58.30%,,,,,,
2001,Greylock                            ,2090015,6,11,4.60%,0,0%,0,0%,127,53.60%,,,,,,
2002,Greylock,2090015,6,10,4.70%,0,0%,0,0%,123,57.70%,,,,,,
2003,Greylock,2090015,6,11,4.80%,4,1.70%,0,0%,124,53.90%,,,,,,
2004,Greylock,2090015,6,10,4.40%,10,4.40%,35,15.50%,101,44.70%,,,,,,
2005,Greylock,2090015,6,6,2.60%,6,2.60%,39,16.90%,126,54.50%,,,,,,
2006,Greylock,2090015,6,3,1.40%,1,0.50%,29,13.10%,111,50.20%,,,,,,
2007,Greylock,2090015,6,2,0.90%,1,0.40%,29,12.30%,119,50.60%,109,46.40%,10,4.30%,,
2008,Greylock,2090015,6,2,0.90%,1,0.40%,28,12.20%,116,50.70%,107,46.70%,9,3.90%,,
2009,Greylock,2090015,6,1,0.40%,1,0.40%,41,18.20%,106,47.10%,100,44.40%,6,2.70%,,
2010,Greylock,2090015,6,3,1.10%,1,0.40%,48,17.90%,149,55.60%,132,49.30%,17,6.30%,,
2011,Greylock,2090015,6,0,0%,0,0%,39,15.80%,136,55.10%,126,51%,10,4%,,
2012,Greylock,2090015,6,1,0.40%,1,0.40%,42,16.90%,109,44%,99,39.90%,10,4%,,
2013,Greylock,2090015,6,3,1.30%,3,1.30%,35,14.80%,138,58.50%,111,47%,27,11.40%,145,61.40%
2014,Greylock,2090015,6,3,1.30%,3,1.30%,34,15.10%,129,57.30%,114,50.70%,15,6.70%,137,60.90%
1995,BRAYTON,2090035,6,0,0%,0,0%,0,0%,237,42.60%,,,,,,
1996,BRAYTON,2090035,6,1,0.20%,0,0%,0,0%,229,41.40%,,,,,,
1997,BRAYTON,2090035,6,0,0%,0,0%,0,0%,212,38.30%,,,,,,
1998,BRAYTON,2090035,6,0,0%,0,0%,0,0%,229,42.20%,,,,,,
1999,Brayton,2090035,6,1,0.20%,,,,,192,37.10%,,,,,,
2000,BRAYTON,2090035,6,2,0.40%,0,0%,0,0%,234,46.40%,,,,,,
2001,Brayton                             ,2090035,6,9,1.80%,4,0.80%,0,0%,227,45.50%,,,,,,
2002,Brayton,2090035,6,6,1.30%,3,0.60%,0,0%,250,53.10%,,,,,,
2003,Brayton,2090035,6,11,2.40%,11,2.40%,0,0%,233,50%,,,,,,
2004,Brayton,2090035,6,11,2.60%,11,2.60%,74,17.20%,220,51.30%,,,,,,
2005,Brayton,2090035,6,9,2.30%,9,2.30%,69,17.30%,215,53.80%,,,,,,
2006,Brayton,2090035,6,4,1.20%,4,1.20%,51,14.90%,187,54.70%,,,,,,
2007,Brayton,2090035,6,9,2.50%,4,1.10%,60,16.90%,202,56.70%,171,48%,31,8.70%,,
2008,Brayton,2090035,6,8,2.20%,7,1.90%,70,19.20%,190,52.20%,156,42.90%,34,9.30%,,
2009,Brayton,2090035,6,7,2.10%,7,2.10%,94,28%,173,51.50%,155,46.10%,18,5.40%,,
2010,Brayton,2090035,6,8,1.70%,7,1.50%,125,27.30%,299,65.30%,256,55.90%,43,9.40%,,
2011,Brayton,2090035,6,5,1.10%,5,1.10%,140,30%,296,63.40%,274,58.70%,22,4.70%,,
2012,Brayton,2090035,6,5,1%,4,0.80%,145,28.40%,227,44.50%,221,43.30%,6,1.20%,,
2013,Brayton,2090035,6,5,1%,4,0.80%,155,30.30%,309,60.50%,280,54.80%,29,5.70%,345,67.50%
2014,Brayton,2090035,6,7,1.30%,5,0.90%,147,27.60%,330,62%,297,55.80%,33,6.20%,368,69.20%
1995,SILVIO O CONTE MIDDLE,2090305,6,4,0.70%,0,0%,0,0%,200,35.80%,,,,,,
1996,SILVIO O CONTE MIDDLE,2090305,6,5,0.90%,0,0%,0,0%,219,39.60%,,,,,,
1997,SILVIO O CONTE MIDDLE,2090305,6,0,0%,0,0%,0,0%,219,38.30%,,,,,,
1998,SILVIO O CONTE MIDDLE,2090305,6,0,0%,0,0%,0,0%,252,46.30%,,,,,,
1999,Silvio O Conte Middle,2090305,6,,,,,,,261,48.40%,,,,,,
2000,SILVIO O CONTE MIDDLE,2090305,6,0,0%,0,0%,0,0%,198,38.20%,,,,,,
2001,Silvio O Conte Middle               ,2090305,6,0,0%,0,0%,0,0%,249,47.30%,,,,,,
2002,Silvio O Conte Middle,2090305,6,4,0.80%,0,0%,0,0%,230,46.10%,,,,,,
2003,Silvio O Conte Middle,2090305,6,5,1%,3,0.60%,0,0%,257,50.50%,,,,,,
2004,Silvio O Conte Middle,2090305,6,12,2.30%,9,1.80%,94,18.40%,270,52.80%,,,,,,
2005,Silvio O Conte Middle,2090305,6,15,3.20%,14,2.90%,90,18.90%,226,47.60%,,,,,,
2006,Silvio O Conte Middle,2090305,6,9,2.20%,8,1.90%,79,18.90%,202,48.40%,,,,,,
2007,Silvio O Conte Middle,2090305,6,13,3.70%,12,3.40%,75,21.30%,163,46.30%,133,37.80%,30,8.50%,,
2008,Silvio O Conte Middle,2090305,6,17,5.30%,12,3.70%,63,19.50%,156,48.30%,140,43.30%,16,5%,,
2009,Silvio O Conte Middle,2090305,6,17,5.30%,10,3.10%,67,21.10%,156,49.10%,145,45.60%,11,3.50%,,
1995,DRURY HIGH,2090505,6,6,1.10%,2,0.40%,0,0%,83,15.10%,,,,,,
1996,DRURY HIGH,2090505,6,7,1.20%,2,0.30%,0,0%,91,15.20%,,,,,,
1997,DRURY HIGH,2090505,6,4,0.60%,1,0.20%,0,0%,109,17.60%,,,,,,
1998,DRURY HIGH,2090505,6,8,1.30%,0,0%,0,0%,110,17.90%,,,,,,
1999,Drury High,2090505,6,5,0.80%,,,,,95,15.20%,,,,,,
2000,DRURY HIGH,2090505,6,1,0.20%,0,0%,0,0%,122,19.20%,,,,,,
2001,Drury High                          ,2090505,6,3,0.50%,0,0%,0,0%,106,17.30%,,,,,,
2002,Drury High,2090505,6,5,0.80%,1,0.20%,0,0%,96,14.70%,,,,,,
2003,Drury High,2090505,6,4,0.70%,1,0.20%,0,0%,98,16.10%,,,,,,
2004,Drury High,2090505,6,4,0.60%,3,0.50%,74,11.80%,143,22.90%,,,,,,
2005,Drury High,2090505,6,10,1.60%,7,1.10%,72,11.60%,128,20.60%,,,,,,
2006,Drury High,2090505,6,15,2.60%,13,2.20%,63,10.80%,164,28.10%,,,,,,
2007,Drury High,2090505,6,17,2.90%,13,2.20%,102,17.20%,211,35.60%,174,29.30%,37,6.20%,,
2008,Drury High,2090505,6,15,2.80%,11,2%,113,20.80%,176,32.40%,154,28.30%,22,4%,,
2009,Drury High,2090505,6,14,2.80%,8,1.60%,107,21.40%,165,33.10%,150,30.10%,15,3%,,
2010,Drury High,2090505,6,24,3.90%,16,2.60%,149,24.20%,300,48.70%,259,42%,41,6.70%,,
2011,Drury High,2090505,6,18,3.10%,11,1.90%,126,21.80%,302,52.20%,276,47.80%,26,4.50%,,
2012,Drury High,2090505,6,10,1.80%,6,1.10%,127,23%,189,34.20%,177,32.10%,12,2.20%,,
2013,Drury High,2090505,6,10,1.90%,7,1.40%,104,20.10%,267,51.50%,243,46.90%,24,4.60%,295,56.90%
2014,Drury High,2090505,6,4,0.80%,1,0.20%,120,24.20%,285,57.60%,263,53.10%,22,4.40%,301,60.80%
1995,NORTHAMPTON,2100000,5,325,10.50%,109,3.50%,578,18.60%,723,23.30%,,,,,,
1996,NORTHAMPTON,2100000,5,292,9.50%,131,4.30%,575,18.70%,730,23.70%,,,,,,
1997,NORTHAMPTON,2100000,5,261,8.60%,97,3.20%,552,18.10%,698,22.90%,,,,,,
1998,NORTHAMPTON,2100000,5,215,7.20%,108,3.60%,553,18.50%,702,23.50%,,,,,,
1999,Northampton,2100000,5,246,8.20%,101,3.40%,551,18.50%,728,24.40%,,,,,,
2000,NORTHAMPTON,2100000,5,243,8.30%,84,2.90%,545,18.60%,670,22.80%,,,,,,
2001,NORTHAMPTON                   ,2100000,5,236,8.20%,92,3.20%,556,19.30%,542,18.80%,,,,,,
2002,Northampton,2100000,5,38,1.30%,38,1.30%,537,18.40%,653,22.30%,,,,,,
2003,Northampton,2100000,5,226,7.70%,104,3.60%,523,17.90%,658,22.50%,,,,,,
2004,Northampton,2100000,5,250,8.40%,64,2.10%,467,15.70%,694,23.30%,,,,,,
2005,Northampton,2100000,5,235,7.90%,55,1.80%,559,18.50%,729,24.40%,,,,,,
2006,Northampton,2100000,5,230,7.80%,68,2.30%,575,19.30%,774,26.30%,,,,,,
2007,Northampton,2100000,5,213,7.50%,45,1.60%,598,20.70%,715,25.10%,533,18.70%,182,6.40%,,
2008,Northampton,2100000,5,227,8.10%,46,1.60%,570,20.10%,767,27.50%,571,20.40%,196,7%,,
2009,Northampton,2100000,5,219,7.90%,43,1.60%,611,21.80%,729,26.40%,576,20.90%,153,5.50%,,
2010,Northampton,2100000,5,212,7.90%,50,1.90%,571,20.90%,809,30.10%,642,23.80%,167,6.20%,,
2011,Northampton,2100000,5,206,7.70%,40,1.50%,560,20.50%,770,28.70%,624,23.30%,146,5.40%,,
2012,Northampton,2100000,5,213,7.90%,67,2.50%,563,20.50%,801,29.60%,680,25.10%,121,4.50%,,
2013,Northampton,2100000,5,223,8.20%,73,2.70%,562,20.30%,802,29.50%,689,25.30%,113,4.20%,1138,41.20%
2014,Northampton,2100000,5,224,8.20%,76,2.80%,610,21.90%,836,30.40%,723,26.30%,113,4.10%,1200,43.10%
1995,BRIDGE STREET,2100005,6,6,1.70%,0,0%,0,0%,92,26.60%,,,,,,
1996,BRIDGE STREET,2100005,6,6,1.70%,0,0%,0,0%,95,27.10%,,,,,,
1997,BRIDGE STREET,2100005,6,7,2.10%,0,0%,0,0%,80,24.40%,,,,,,
1998,BRIDGE STREET,2100005,6,6,1.90%,0,0%,0,0%,72,23.40%,,,,,,
1999,Bridge Street,2100005,6,14,4.60%,,,,,68,22.20%,,,,,,
2000,BRIDGE STREET,2100005,6,18,5.60%,0,0%,0,0%,79,24.50%,,,,,,
2001,Bridge Street                       ,2100005,6,25,8.40%,4,1.30%,0,0%,87,29.30%,,,,,,
2002,Bridge Street,2100005,6,0,0%,0,0%,0,0%,93,29.40%,,,,,,
2003,Bridge Street,2100005,6,35,10.60%,19,5.80%,0,0%,107,32.40%,,,,,,
2004,Bridge Street,2100005,6,26,8.30%,12,3.80%,73,23.20%,84,26.80%,,,,,,
2005,Bridge Street,2100005,6,19,6.30%,1,0.30%,71,23.70%,82,27.30%,,,,,,
2006,Bridge Street,2100005,6,15,4.90%,0,0%,75,24.50%,99,32.40%,,,,,,
2007,Bridge Street,2100005,6,13,4.50%,0,0%,68,23.70%,90,31.40%,70,24.40%,20,7%,,
2008,Bridge Street,2100005,6,16,5.90%,1,0.40%,67,24.60%,99,36.40%,81,29.80%,18,6.60%,,
2009,Bridge Street,2100005,6,13,5.20%,3,1.20%,82,32.80%,88,35.20%,66,26.40%,22,8.80%,,
2010,Bridge Street,2100005,6,14,4.90%,1,0.40%,84,29.70%,83,29.30%,68,24%,15,5.30%,,
2011,Bridge Street,2100005,6,16,5.70%,0,0%,70,25.10%,86,30.80%,77,27.60%,9,3.20%,,
2012,Bridge Street,2100005,6,20,6.40%,0,0%,79,25.20%,110,35.10%,97,31%,13,4.20%,,
2013,Bridge Street,2100005,6,17,6%,0,0%,63,22.20%,82,28.90%,73,25.70%,9,3.20%,120,42.30%
2014,Bridge Street,2100005,6,27,8.80%,0,0%,86,27.90%,103,33.40%,91,29.50%,12,3.90%,158,51.30%
1995,JACKSON STREET,2100020,6,113,24.80%,53,11.60%,0,0%,163,35.70%,,,,,,
1996,JACKSON STREET,2100020,6,127,27.40%,77,16.60%,0,0%,185,39.90%,,,,,,
1997,JACKSON STREET,2100020,6,110,28.20%,59,15.10%,0,0%,150,38.50%,,,,,,
