REC_YEAR,ORG_CODE,SCHOOL,MAT_ID,MAT_ABBREVIATION,MCORE_HS_GRAD,MCORE_COMPL,MCORE_PCT,SORT
2011,1710000,,5,All Students,303,303,100%,10
2011,1710000,,11,Female,147,147,100%,20
2011,1710000,,10,Male,156,156,100%,30
2011,1710000,,12,High needs,82,82,100%,40
2011,1710000,,9,Low income,45,45,100%,60
2011,1710000,,99,Students w/disabilities,49,49,100%,70
2011,1710000,,89,Hispanic/Latino,8,8,100%,110
2011,1710000,,90,White,289,289,100%,140
2011,1720000,1720505,5,All Students,120,108,90%,10
2011,1720000,1720505,11,Female,53,50,94.3%,20
2011,1720000,1720505,10,Male,67,58,86.6%,30
2011,1720000,1720505,12,High needs,40,32,80%,40
2011,1720000,1720505,9,Low income,26,21,80.8%,60
2011,1720000,1720505,99,Students w/disabilities,20,12,60%,70
2011,1720000,1720505,86,Amer. Ind. or Alaska Nat.,7,6,85.7%,90
2011,1720000,1720505,90,White,108,98,90.7%,140
2011,1720000,,5,All Students,122,108,88.5%,10
2011,1720000,,11,Female,54,50,92.6%,20
2011,1720000,,10,Male,68,58,85.3%,30
2011,1720000,,12,High needs,42,32,76.2%,40
2011,1720000,,9,Low income,26,21,80.8%,60
2011,1720000,,99,Students w/disabilities,22,12,54.5%,70
2011,1720000,,86,Amer. Ind. or Alaska Nat.,7,6,85.7%,90
2011,1720000,,90,White,110,98,89.1%,140
2011,1740000,1740505,5,All Students,77,77,100%,10
2011,1740000,1740505,11,Female,35,35,100%,20
2011,1740000,1740505,10,Male,42,42,100%,30
2011,1740000,1740505,12,High needs,18,18,100%,40
2011,1740000,1740505,9,Low income,11,11,100%,60
2011,1740000,1740505,99,Students w/disabilities,9,9,100%,70
2011,1740000,1740505,90,White,72,72,100%,140
2011,1740000,,5,All Students,77,77,100%,10
2011,1740000,,11,Female,35,35,100%,20
2011,1740000,,10,Male,42,42,100%,30
2011,1740000,,12,High needs,18,18,100%,40
2011,1740000,,9,Low income,11,11,100%,60
2011,1740000,,99,Students w/disabilities,9,9,100%,70
2011,1740000,,90,White,72,72,100%,140
2011,1750000,1750505,5,All Students,233,3,1.3%,10
2011,1750000,1750505,11,Female,118,1,0.8%,20
2011,1750000,1750505,10,Male,115,2,1.7%,30
2011,1750000,1750505,12,High needs,39,1,2.6%,40
2011,1750000,1750505,9,Low income,10,0,0%,60
2011,1750000,1750505,99,Students w/disabilities,31,1,3.2%,70
2011,1750000,1750505,89,Hispanic/Latino,6,0,0%,110
2011,1750000,1750505,90,White,222,3,1.4%,140
2011,1750000,,5,All Students,235,4,1.7%,10
2011,1750000,,11,Female,119,2,1.7%,20
2011,1750000,,10,Male,116,2,1.7%,30
2011,1750000,,12,High needs,41,2,4.9%,40
2011,1750000,,9,Low income,10,0,0%,60
2011,1750000,,99,Students w/disabilities,33,2,6.1%,70
2011,1750000,,89,Hispanic/Latino,6,0,0%,110
2011,1750000,,90,White,224,4,1.8%,140
2011,1760000,1760505,5,All Students,257,129,50.2%,10
2011,1760000,1760505,11,Female,139,72,51.8%,20
2011,1760000,1760505,10,Male,118,57,48.3%,30
2011,1760000,1760505,12,High needs,108,34,31.5%,40
2011,1760000,1760505,95,ELL,23,5,21.7%,50
2011,1760000,1760505,9,Low income,84,29,34.5%,60
2011,1760000,1760505,99,Students w/disabilities,31,5,16.1%,70
2011,1760000,1760505,87,Afr. Amer./Black,38,10,26.3%,80
2011,1760000,1760505,88,Asian,17,9,52.9%,100
2011,1760000,1760505,89,Hispanic/Latino,27,11,40.7%,110
2011,1760000,1760505,90,White,172,98,57%,140
2011,1760000,1760605,5,All Students,56,0,0%,10
2011,1760000,1760605,11,Female,22,0,0%,20
2011,1760000,1760605,10,Male,34,0,0%,30
2011,1760000,1760605,12,High needs,38,0,0%,40
2011,1760000,1760605,9,Low income,19,0,0%,60
2011,1760000,1760605,99,Students w/disabilities,25,0,0%,70
2011,1760000,1760605,89,Hispanic/Latino,6,0,0%,110
2011,1760000,1760605,90,White,44,0,0%,140
2011,1760000,,5,All Students,320,129,40.3%,10
2011,1760000,,11,Female,163,72,44.2%,20
2011,1760000,,10,Male,157,57,36.3%,30
2011,1760000,,12,High needs,153,34,22.2%,40
2011,1760000,,95,ELL,25,5,20%,50
2011,1760000,,9,Low income,107,29,27.1%,60
2011,1760000,,99,Students w/disabilities,63,5,7.9%,70
2011,1760000,,87,Afr. Amer./Black,43,10,23.3%,80
2011,1760000,,88,Asian,19,9,47.4%,100
2011,1760000,,89,Hispanic/Latino,34,11,32.4%,110
2011,1760000,,90,White,221,98,44.3%,140
2011,1770000,1770505,5,All Students,207,207,100%,10
2011,1770000,1770505,11,Female,109,109,100%,20
2011,1770000,1770505,10,Male,98,98,100%,30
2011,1770000,1770505,12,High needs,43,43,100%,40
2011,1770000,1770505,9,Low income,10,10,100%,60
2011,1770000,1770505,99,Students w/disabilities,39,39,100%,70
2011,1770000,1770505,90,White,199,199,100%,140
2011,1770000,,5,All Students,210,210,100%,10
2011,1770000,,11,Female,109,109,100%,20
2011,1770000,,10,Male,101,101,100%,30
2011,1770000,,12,High needs,46,46,100%,40
2011,1770000,,9,Low income,10,10,100%,60
2011,1770000,,99,Students w/disabilities,42,42,100%,70
2011,1770000,,90,White,202,202,100%,140
2011,1780000,1780505,5,All Students,221,204,92.3%,10
2011,1780000,1780505,11,Female,111,100,90.1%,20
2011,1780000,1780505,10,Male,110,104,94.5%,30
2011,1780000,1780505,12,High needs,56,48,85.7%,40
2011,1780000,1780505,95,ELL,9,8,88.9%,50
2011,1780000,1780505,9,Low income,34,28,82.4%,60
2011,2040000,,10,Male,104,104,100%,30
2011,1780000,1780505,99,Students w/disabilities,29,25,86.2%,70
2011,1780000,1780505,87,Afr. Amer./Black,17,16,94.1%,80
2011,1780000,1780505,89,Hispanic/Latino,7,6,85.7%,110
2011,1780000,1780505,90,White,187,172,92%,140
2011,1780000,,5,All Students,224,205,91.5%,10
2011,1780000,,11,Female,111,100,90.1%,20
2011,1780000,,10,Male,113,105,92.9%,30
2011,1780000,,12,High needs,59,49,83.1%,40
2011,1780000,,95,ELL,9,8,88.9%,50
2011,1780000,,9,Low income,34,28,82.4%,60
2011,1780000,,99,Students w/disabilities,32,26,81.3%,70
2011,1780000,,87,Afr. Amer./Black,17,16,94.1%,80
2011,1780000,,89,Hispanic/Latino,7,6,85.7%,110
2011,1780000,,90,White,190,173,91.1%,140
2011,1810000,1810505,5,All Students,404,320,79.2%,10
2011,1810000,1810505,11,Female,210,173,82.4%,20
2011,1810000,1810505,10,Male,194,147,75.8%,30
2011,1810000,1810505,12,High needs,173,130,75.1%,40
2011,1810000,1810505,95,ELL,12,9,75%,50
2011,1810000,1810505,9,Low income,151,115,76.2%,60
2011,1810000,1810505,99,Students w/disabilities,35,21,60%,70
2011,1810000,1810505,87,Afr. Amer./Black,11,9,81.8%,80
2011,1810000,1810505,88,Asian,9,6,66.7%,100
2011,1810000,1810505,89,Hispanic/Latino,88,67,76.1%,110
2011,1810000,1810505,92,"Multi-race, Non-Hisp./Lat.",7,6,85.7%,120
2011,1810000,1810505,90,White,287,231,80.5%,140
2011,1810000,,5,All Students,405,321,79.3%,10
2011,1810000,,11,Female,210,173,82.4%,20
2011,1810000,,10,Male,195,148,75.9%,30
2011,1810000,,12,High needs,174,131,75.3%,40
2011,1810000,,95,ELL,12,9,75%,50
2011,1810000,,9,Low income,151,115,76.2%,60
2011,1810000,,99,Students w/disabilities,36,22,61.1%,70
2011,1810000,,87,Afr. Amer./Black,11,9,81.8%,80
2011,1810000,,88,Asian,9,6,66.7%,100
2011,1810000,,89,Hispanic/Latino,88,67,76.1%,110
2011,1810000,,92,"Multi-race, Non-Hisp./Lat.",7,6,85.7%,120
2011,1810000,,90,White,288,232,80.6%,140
2011,1820000,1820505,5,All Students,194,116,59.8%,10
2011,1820000,1820505,11,Female,96,59,61.5%,20
2011,1820000,1820505,10,Male,98,57,58.2%,30
2011,1820000,1820505,12,High needs,56,29,51.8%,40
2011,1820000,1820505,9,Low income,47,24,51.1%,60
2011,1820000,1820505,99,Students w/disabilities,21,10,47.6%,70
2011,1820000,1820505,87,Afr. Amer./Black,9,5,55.6%,80
2011,1820000,1820505,90,White,176,105,59.7%,140
2011,1820000,,5,All Students,198,116,58.6%,10
2011,1820000,,11,Female,96,59,61.5%,20
2011,1820000,,10,Male,102,57,55.9%,30
2011,1820000,,12,High needs,60,29,48.3%,40
2011,1820000,,9,Low income,49,24,49%,60
2011,1820000,,99,Students w/disabilities,25,10,40%,70
2011,1820000,,87,Afr. Amer./Black,9,5,55.6%,80
2011,1820000,,90,White,180,105,58.3%,140
2011,1850000,1850505,5,All Students,276,276,100%,10
2011,1850000,1850505,11,Female,138,138,100%,20
2011,1850000,1850505,10,Male,138,138,100%,30
2011,1850000,1850505,12,High needs,93,93,100%,40
2011,1850000,1850505,95,ELL,12,12,100%,50
2011,1850000,1850505,9,Low income,78,78,100%,60
2011,1850000,1850505,99,Students w/disabilities,32,32,100%,70
2011,1850000,1850505,88,Asian,11,11,100%,100
2011,1850000,1850505,89,Hispanic/Latino,53,53,100%,110
2011,1850000,1850505,90,White,202,202,100%,140
2011,1850000,,5,All Students,280,280,100%,10
2011,1850000,,11,Female,139,139,100%,20
2011,1850000,,10,Male,141,141,100%,30
2011,1850000,,12,High needs,97,97,100%,40
2011,1850000,,95,ELL,12,12,100%,50
2011,1850000,,9,Low income,78,78,100%,60
2011,1850000,,99,Students w/disabilities,36,36,100%,70
2011,1850000,,88,Asian,11,11,100%,100
2011,1850000,,89,Hispanic/Latino,53,53,100%,110
2011,1850000,,90,White,206,206,100%,140
2011,1860000,1860505,5,All Students,162,162,100%,10
2011,1860000,1860505,11,Female,84,84,100%,20
2011,1860000,1860505,10,Male,78,78,100%,30
2011,1860000,1860505,12,High needs,53,53,100%,40
2011,1860000,1860505,9,Low income,37,37,100%,60
2011,1860000,1860505,99,Students w/disabilities,25,25,100%,70
2011,1860000,1860505,90,White,152,152,100%,140
2011,1860000,,5,All Students,165,165,100%,10
2011,1860000,,11,Female,84,84,100%,20
2011,1860000,,10,Male,81,81,100%,30
2011,1860000,,12,High needs,56,56,100%,40
2011,1860000,,9,Low income,38,38,100%,60
2011,1860000,,99,Students w/disabilities,28,28,100%,70
2011,1860000,,90,White,155,155,100%,140
2011,1870000,1870505,5,All Students,90,90,100%,10
2011,1870000,1870505,11,Female,48,48,100%,20
2011,1870000,1870505,10,Male,42,42,100%,30
2011,1870000,1870505,12,High needs,12,12,100%,40
2011,1870000,1870505,9,Low income,7,7,100%,60
2011,1870000,1870505,99,Students w/disabilities,6,6,100%,70
2011,1870000,1870505,90,White,88,88,100%,140
2011,1870000,,5,All Students,93,90,96.8%,10
2011,1870000,,11,Female,49,48,98%,20
2011,1870000,,10,Male,44,42,95.5%,30
2011,1870000,,12,High needs,15,12,80%,40
2011,1870000,,9,Low income,9,7,77.8%,60
2011,1870000,,99,Students w/disabilities,9,6,66.7%,70
2011,1870000,,90,White,91,88,96.7%,140
2011,1890000,1890505,5,All Students,250,250,100%,10
2011,1890000,1890505,11,Female,134,134,100%,20
2011,1890000,1890505,10,Male,116,116,100%,30
2011,1890000,1890505,12,High needs,60,60,100%,40
2011,1890000,1890505,9,Low income,45,45,100%,60
2011,1890000,1890505,99,Students w/disabilities,25,25,100%,70
2011,1890000,1890505,87,Afr. Amer./Black,55,55,100%,80
2011,1890000,1890505,88,Asian,14,14,100%,100
2011,1890000,1890505,89,Hispanic/Latino,8,8,100%,110
2011,1890000,1890505,90,White,172,172,100%,140
2011,1890000,,5,All Students,260,260,100%,10
2011,1890000,,11,Female,138,138,100%,20
2011,1890000,,10,Male,122,122,100%,30
2011,1890000,,12,High needs,70,70,100%,40
2011,1890000,,9,Low income,47,47,100%,60
2011,1890000,,99,Students w/disabilities,35,35,100%,70
2011,1890000,,87,Afr. Amer./Black,57,57,100%,80
2011,1890000,,88,Asian,15,15,100%,100
2011,1890000,,89,Hispanic/Latino,8,8,100%,110
2011,1890000,,90,White,179,179,100%,140
2011,1910000,1910505,5,All Students,104,35,33.7%,10
2011,1910000,1910505,11,Female,57,12,21.1%,20
2011,1910000,1910505,10,Male,47,23,48.9%,30
2011,1910000,1910505,12,High needs,17,4,23.5%,40
2011,1910000,1910505,9,Low income,13,1,7.7%,60
2011,1910000,1910505,99,Students w/disabilities,6,3,50%,70
2011,1910000,1910505,90,White,102,35,34.3%,140
2011,1910000,,5,All Students,104,35,33.7%,10
2011,1910000,,11,Female,57,12,21.1%,20
2011,1910000,,10,Male,47,23,48.9%,30
2011,1910000,,12,High needs,17,4,23.5%,40
2011,1910000,,9,Low income,13,1,7.7%,60
2011,1910000,,99,Students w/disabilities,6,3,50%,70
2011,1910000,,90,White,102,35,34.3%,140
2011,1970000,1970505,5,All Students,94,13,13.8%,10
2011,1970000,1970505,11,Female,45,5,11.1%,20
2011,1970000,1970505,10,Male,49,8,16.3%,30
2011,1970000,1970505,12,High needs,23,1,4.3%,40
2011,1970000,1970505,9,Low income,13,1,7.7%,60
2011,1970000,1970505,99,Students w/disabilities,10,0,0%,70
2011,1970000,1970505,87,Afr. Amer./Black,13,2,15.4%,80
2011,1970000,1970505,89,Hispanic/Latino,9,0,0%,110
2011,1970000,1970505,90,White,72,11,15.3%,140
2011,1970000,,5,All Students,94,13,13.8%,10
2011,1970000,,11,Female,45,5,11.1%,20
2011,1970000,,10,Male,49,8,16.3%,30
2011,1970000,,12,High needs,23,1,4.3%,40
2011,1970000,,9,Low income,13,1,7.7%,60
2011,1970000,,99,Students w/disabilities,10,0,0%,70
2011,1970000,,87,Afr. Amer./Black,13,2,15.4%,80
2011,1970000,,89,Hispanic/Latino,9,0,0%,110
2011,1970000,,90,White,72,11,15.3%,140
2011,1980000,1980505,5,All Students,313,210,67.1%,10
2011,1980000,1980505,11,Female,142,105,73.9%,20
2011,1980000,1980505,10,Male,171,105,61.4%,30
2011,1980000,1980505,12,High needs,80,38,47.5%,40
2011,1980000,1980505,9,Low income,33,21,63.6%,60
2011,1980000,1980505,99,Students w/disabilities,57,22,38.6%,70
2011,1980000,1980505,87,Afr. Amer./Black,10,5,50%,80
2011,1980000,1980505,88,Asian,16,10,62.5%,100
2011,1980000,1980505,89,Hispanic/Latino,11,5,45.5%,110
2011,1980000,1980505,90,White,274,189,69%,140
2011,1980000,,5,All Students,319,210,65.8%,10
2011,1980000,,11,Female,143,105,73.4%,20
2011,1980000,,10,Male,176,105,59.7%,30
2011,1980000,,12,High needs,86,38,44.2%,40
2011,1980000,,9,Low income,33,21,63.6%,60
2011,1980000,,99,Students w/disabilities,63,22,34.9%,70
2011,1980000,,87,Afr. Amer./Black,10,5,50%,80
2011,1980000,,88,Asian,16,10,62.5%,100
2011,1980000,,89,Hispanic/Latino,11,5,45.5%,110
2011,1980000,,90,White,280,189,67.5%,140
2011,1990000,1990505,5,All Students,317,317,100%,10
2011,1990000,1990505,11,Female,171,171,100%,20
2011,1990000,1990505,10,Male,146,146,100%,30
2011,1990000,1990505,12,High needs,48,48,100%,40
2011,1990000,1990505,9,Low income,15,15,100%,60
2011,1990000,1990505,99,Students w/disabilities,38,38,100%,70
2011,1990000,1990505,87,Afr. Amer./Black,9,9,100%,80
2011,1990000,1990505,88,Asian,21,21,100%,100
2011,1990000,1990505,90,White,282,282,100%,140
2011,1990000,,5,All Students,324,324,100%,10
2011,1990000,,11,Female,171,171,100%,20
2011,1990000,,10,Male,153,153,100%,30
2011,1990000,,12,High needs,54,54,100%,40
2011,1990000,,9,Low income,15,15,100%,60
2011,1990000,,99,Students w/disabilities,44,44,100%,70
2011,2170000,2170505,9,Low income,16,16,100%,60
2011,1990000,,87,Afr. Amer./Black,9,9,100%,80
2011,1990000,,88,Asian,21,21,100%,100
2011,1990000,,90,White,289,289,100%,140
2011,2010000,2010505,5,All Students,452,75,16.6%,10
2011,2010000,2010505,11,Female,251,39,15.5%,20
2011,2010000,2010505,10,Male,201,36,17.9%,30
2011,2010000,2010505,12,High needs,320,50,15.6%,40
2011,2010000,2010505,95,ELL,24,0,0%,50
2011,2010000,2010505,9,Low income,312,50,16%,60
2011,2010000,2010505,99,Students w/disabilities,44,6,13.6%,70
2011,2010000,2010505,87,Afr. Amer./Black,65,8,12.3%,80
2011,2010000,2010505,88,Asian,6,2,33.3%,100
2011,2010000,2010505,89,Hispanic/Latino,68,10,14.7%,110
2011,2010000,2010505,92,"Multi-race, Non-Hisp./Lat.",42,7,16.7%,120
2011,2010000,2010505,90,White,262,46,17.6%,140
2011,2010000,2010510,5,All Students,10,9,90%,10
2011,2010000,2010510,10,Male,7,6,85.7%,30
2011,2010000,2010510,12,High needs,10,9,90%,40
2011,2010000,2010510,9,Low income,10,9,90%,60
2011,2010000,2010510,99,Students w/disabilities,10,9,90%,70
2011,2010000,2010510,90,White,6,6,100%,140
2011,2010000,,5,All Students,468,84,17.9%,10
2011,2010000,,11,Female,257,42,16.3%,20
2011,2010000,,10,Male,211,42,19.9%,30
2011,2010000,,12,High needs,336,59,17.6%,40
2011,2010000,,9,Low income,328,59,18%,60
2011,2010000,,99,Students w/disabilities,56,15,26.8%,70
2011,2010000,,87,Afr. Amer./Black,66,8,12.1%,80
2011,2010000,,88,Asian,6,2,33.3%,100
2011,2010000,,89,Hispanic/Latino,73,13,17.8%,110
2011,2010000,,92,"Multi-race, Non-Hisp./Lat.",43,7,16.3%,120
2011,2010000,,90,White,271,52,19.2%,140
2011,2040000,2040505,5,All Students,178,178,100%,10
2011,2040000,2040505,11,Female,76,76,100%,20
2011,2040000,2040505,10,Male,102,102,100%,30
2011,2040000,2040505,12,High needs,32,32,100%,40
2011,2040000,2040505,9,Low income,12,12,100%,60
2011,2040000,2040505,99,Students w/disabilities,24,24,100%,70
2011,2040000,2040505,92,"Multi-race, Non-Hisp./Lat.",7,7,100%,120
2011,2040000,2040505,90,White,164,164,100%,140
2011,2040000,,5,All Students,180,180,100%,10
2011,2040000,,11,Female,76,76,100%,20
2011,2040000,,12,High needs,34,34,100%,40
2011,2040000,,9,Low income,12,12,100%,60
2011,2040000,,99,Students w/disabilities,26,26,100%,70
2011,2040000,,92,"Multi-race, Non-Hisp./Lat.",7,7,100%,120
2011,2040000,,90,White,166,166,100%,140
2011,2070000,2070505,5,All Students,441,441,100%,10
2011,2070000,2070505,11,Female,212,212,100%,20
2011,2070000,2070505,10,Male,229,229,100%,30
2011,2070000,2070505,12,High needs,169,169,100%,40
2011,2070000,2070505,95,ELL,7,7,100%,50
2011,2070000,2070505,9,Low income,74,74,100%,60
2011,2070000,2070505,99,Students w/disabilities,140,140,100%,70
2011,2070000,2070505,87,Afr. Amer./Black,25,25,100%,80
2011,2070000,2070505,88,Asian,31,31,100%,100
2011,2070000,2070505,89,Hispanic/Latino,33,33,100%,110
2011,2070000,2070505,92,"Multi-race, Non-Hisp./Lat.",24,24,100%,120
2011,2070000,2070505,90,White,328,328,100%,140
2011,2070000,2070510,5,All Students,441,441,100%,10
2011,2070000,2070510,11,Female,218,218,100%,20
2011,2070000,2070510,10,Male,223,223,100%,30
2011,2070000,2070510,12,High needs,140,140,100%,40
2011,2070000,2070510,95,ELL,30,30,100%,50
2011,2070000,2070510,9,Low income,54,54,100%,60
2011,2070000,2070510,99,Students w/disabilities,86,86,100%,70
2011,2070000,2070510,87,Afr. Amer./Black,23,23,100%,80
2011,2070000,2070510,88,Asian,84,84,100%,100
2011,2070000,2070510,89,Hispanic/Latino,17,17,100%,110
2011,2070000,2070510,92,"Multi-race, Non-Hisp./Lat.",11,11,100%,120
2011,2070000,2070510,90,White,306,306,100%,140
2011,2070000,,5,All Students,894,894,100%,10
2011,2070000,,11,Female,435,435,100%,20
2011,2070000,,10,Male,459,459,100%,30
2011,2070000,,12,High needs,321,321,100%,40
2011,2070000,,95,ELL,37,37,100%,50
2011,2070000,,9,Low income,130,130,100%,60
2011,2070000,,99,Students w/disabilities,238,238,100%,70
2011,2070000,,87,Afr. Amer./Black,49,49,100%,80
2011,2070000,,88,Asian,115,115,100%,100
2011,2070000,,89,Hispanic/Latino,51,51,100%,110
2011,2070000,,92,"Multi-race, Non-Hisp./Lat.",35,35,100%,120
2011,2070000,,90,White,644,644,100%,140
2011,2090000,2090505,5,All Students,100,58,58%,10
2011,2090000,2090505,11,Female,52,34,65.4%,20
2011,2090000,2090505,10,Male,48,24,50%,30
2011,2090000,2090505,12,High needs,60,23,38.3%,40
2011,2090000,2090505,9,Low income,54,22,40.7%,60
2011,2090000,2090505,99,Students w/disabilities,18,2,11.1%,70
2011,2090000,2090505,90,White,92,52,56.5%,140
2011,2090000,,5,All Students,100,58,58%,10
2011,2090000,,11,Female,52,34,65.4%,20
2011,2090000,,10,Male,48,24,50%,30
2011,2090000,,12,High needs,60,23,38.3%,40
2011,2090000,,9,Low income,54,22,40.7%,60
2011,2090000,,99,Students w/disabilities,18,2,11.1%,70
2011,2090000,,90,White,92,52,56.5%,140
2011,2100000,2100505,5,All Students,233,0,0%,10
2011,2100000,2100505,11,Female,125,0,0%,20
2011,2100000,2100505,10,Male,108,0,0%,30
2011,2100000,2100505,12,High needs,74,0,0%,40
2011,2100000,2100505,9,Low income,51,0,0%,60
2011,2100000,2100505,99,Students w/disabilities,30,0,0%,70
2011,2100000,2100505,87,Afr. Amer./Black,10,0,0%,80
2011,2100000,2100505,88,Asian,13,0,0%,100
2011,2100000,2100505,89,Hispanic/Latino,25,0,0%,110
2011,2100000,2100505,92,"Multi-race, Non-Hisp./Lat.",10,0,0%,120
2011,2100000,2100505,90,White,175,0,0%,140
2011,2100000,,5,All Students,234,1,0.4%,10
2011,2100000,,11,Female,126,1,0.8%,20
2011,2100000,,10,Male,108,0,0%,30
2011,2100000,,12,High needs,75,1,1.3%,40
2011,2100000,,9,Low income,52,1,1.9%,60
2011,2100000,,99,Students w/disabilities,31,1,3.2%,70
2011,2100000,,87,Afr. Amer./Black,10,0,0%,80
2011,2100000,,88,Asian,13,0,0%,100
2011,2100000,,89,Hispanic/Latino,25,0,0%,110
2011,2100000,,92,"Multi-race, Non-Hisp./Lat.",10,0,0%,120
2011,2100000,,90,White,176,1,0.6%,140
2011,2110000,2110505,5,All Students,296,296,100%,10
2011,2110000,2110505,11,Female,159,159,100%,20
2011,2110000,2110505,10,Male,137,137,100%,30
2011,2110000,2110505,12,High needs,61,61,100%,40
2011,2110000,2110505,9,Low income,35,35,100%,60
2011,2110000,2110505,99,Students w/disabilities,33,33,100%,70
2011,2110000,2110505,88,Asian,23,23,100%,100
2011,2110000,2110505,89,Hispanic/Latino,12,12,100%,110
2011,2110000,2110505,90,White,248,248,100%,140
2011,2110000,,5,All Students,297,297,100%,10
2011,2110000,,11,Female,160,160,100%,20
2011,2110000,,10,Male,137,137,100%,30
2011,2110000,,12,High needs,62,62,100%,40
2011,2110000,,9,Low income,35,35,100%,60
2011,2110000,,99,Students w/disabilities,34,34,100%,70
2011,2110000,,88,Asian,23,23,100%,100
2011,2110000,,89,Hispanic/Latino,12,12,100%,110
2011,2110000,,90,White,249,249,100%,140
2011,2120000,2120505,5,All Students,285,223,78.2%,10
2011,2120000,2120505,11,Female,128,107,83.6%,20
2011,2120000,2120505,10,Male,157,116,73.9%,30
2011,2120000,2120505,12,High needs,55,16,29.1%,40
2011,2120000,2120505,9,Low income,38,16,42.1%,60
2011,2120000,2120505,99,Students w/disabilities,29,0,0%,70
2011,2120000,2120505,88,Asian,10,8,80%,100
2011,2120000,2120505,89,Hispanic/Latino,6,6,100%,110
2011,2120000,2120505,90,White,262,204,77.9%,140
2011,2120000,,5,All Students,287,223,77.7%,10
2011,2120000,,11,Female,128,107,83.6%,20
2011,2120000,,10,Male,159,116,73%,30
2011,2120000,,12,High needs,57,16,28.1%,40
2011,2120000,,9,Low income,39,16,41%,60
2011,2120000,,99,Students w/disabilities,31,0,0%,70
2011,2120000,,88,Asian,10,8,80%,100
2011,2120000,,89,Hispanic/Latino,6,6,100%,110
2011,2120000,,90,White,264,204,77.3%,140
2011,2140000,2140505,5,All Students,144,144,100%,10
2011,2140000,2140505,11,Female,67,67,100%,20
2011,2140000,2140505,10,Male,77,77,100%,30
2011,2140000,2140505,12,High needs,61,61,100%,40
2011,2140000,2140505,9,Low income,51,51,100%,60
2011,2140000,2140505,99,Students w/disabilities,20,20,100%,70
2011,2140000,2140505,89,Hispanic/Latino,7,7,100%,110
2011,2140000,2140505,90,White,131,131,100%,140
2011,2140000,,5,All Students,145,145,100%,10
2011,2140000,,11,Female,68,68,100%,20
2011,2140000,,10,Male,77,77,100%,30
2011,2140000,,12,High needs,62,62,100%,40
2011,2140000,,9,Low income,51,51,100%,60
2011,2140000,,99,Students w/disabilities,21,21,100%,70
2011,2140000,,89,Hispanic/Latino,7,7,100%,110
2011,2140000,,90,White,132,132,100%,140
2011,2150000,2150505,5,All Students,47,40,85.1%,10
2011,2150000,2150505,11,Female,25,25,100%,20
2011,2150000,2150505,10,Male,22,15,68.2%,30
2011,2150000,2150505,12,High needs,22,16,72.7%,40
2011,2150000,2150505,9,Low income,19,15,78.9%,60
2011,2150000,2150505,99,Students w/disabilities,7,3,42.9%,70
2011,2150000,2150505,90,White,44,39,88.6%,140
2011,2150000,,5,All Students,47,40,85.1%,10
2011,2150000,,11,Female,25,25,100%,20
2011,2150000,,10,Male,22,15,68.2%,30
2011,2150000,,12,High needs,22,16,72.7%,40
2011,2150000,,9,Low income,19,15,78.9%,60
2011,2150000,,99,Students w/disabilities,7,3,42.9%,70
2011,2150000,,90,White,44,39,88.6%,140
2011,2170000,2170505,5,All Students,168,168,100%,10
2011,2170000,2170505,11,Female,85,85,100%,20
2011,2170000,2170505,10,Male,83,83,100%,30
2011,2170000,2170505,12,High needs,33,33,100%,40
2011,2170000,2170505,99,Students w/disabilities,20,20,100%,70
2011,2170000,2170505,88,Asian,6,6,100%,100
2011,2170000,2170505,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2011,2170000,2170505,90,White,152,152,100%,140
2011,2170000,,5,All Students,172,172,100%,10
2011,2170000,,11,Female,85,85,100%,20
2011,2170000,,10,Male,87,87,100%,30
2011,2170000,,12,High needs,37,37,100%,40
2011,2170000,,9,Low income,16,16,100%,60
2011,2170000,,99,Students w/disabilities,24,24,100%,70
2011,2170000,,88,Asian,6,6,100%,100
2011,2170000,,92,"Multi-race, Non-Hisp./Lat.",6,6,100%,120
2011,2170000,,90,White,156,156,100%,140
2011,2180000,2180505,5,All Students,172,172,100%,10
2011,2180000,2180505,11,Female,87,87,100%,20
2011,2180000,2180505,10,Male,85,85,100%,30
2011,2180000,2180505,12,High needs,56,56,100%,40
2011,2180000,2180505,9,Low income,31,31,100%,60
2011,2180000,2180505,99,Students w/disabilities,33,33,100%,70
2011,2180000,2180505,90,White,162,162,100%,140
2011,2180000,,5,All Students,173,173,100%,10
2011,2180000,,11,Female,88,88,100%,20
2011,2180000,,10,Male,85,85,100%,30
2011,2180000,,12,High needs,57,57,100%,40
2011,2180000,,9,Low income,31,31,100%,60
2011,2180000,,99,Students w/disabilities,34,34,100%,70
2011,2180000,,90,White,163,163,100%,140
2011,2190000,2190505,5,All Students,158,158,100%,10
2011,2190000,2190505,11,Female,83,83,100%,20
2011,2190000,2190505,10,Male,75,75,100%,30
2011,2190000,2190505,12,High needs,29,29,100%,40
2011,2190000,2190505,99,Students w/disabilities,27,27,100%,70
2011,2190000,2190505,90,White,155,155,100%,140
2011,2190000,,5,All Students,160,160,100%,10
2011,2190000,,11,Female,85,85,100%,20
2011,2190000,,10,Male,75,75,100%,30
2011,2190000,,12,High needs,31,31,100%,40
2011,2190000,,99,Students w/disabilities,29,29,100%,70
2011,2190000,,90,White,157,157,100%,140
